TailNumber,Origin,Destination,TravelDate,TravelTime,SeatPrice,Capacity,AircraftName,FirstName,LastName,DOB
D2204,LAX,PHX,2019-08-18,4,421.0,23,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
M2286,SFO,CLT,2019-09-21,7,77.69,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,SEA,FLL,2020-01-29,8,162.7,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
X2978,LAS,CLT,2020-04-01,10,293.42,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,MCO,FLL,2019-05-06,1,499.62,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,DEN,IAH,2019-09-10,10,57.18,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,JFK,IAH,2019-12-29,4,405.9,211,Airbus-A330,Emily,Anderson,MTk5My0wMy0yMA==
M2286,DEN,DTW,2019-07-02,6,291.96,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
K2295,ATL,PHX,2020-03-19,1,351.74,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,DFW,DTW,2020-03-29,4,269.41,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,ORD,MSP,2019-11-05,1,435.32,225,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
X2978,LAX,FLL,2020-03-01,8,327.05,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,JFK,PHX,2019-06-29,2,279.92,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,ORD,FLL,2019-05-07,9,89.11,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,SFO,IAH,2019-08-26,8,315.94,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,DEN,PHX,2019-09-28,2,354.74,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D2204,JFK,MSP,2019-09-29,1,465.51,23,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
R3228,DEN,FLL,2019-09-15,6,168.51,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,DFW,MIA,2019-08-16,9,185.16,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,MCO,BOS,2019-07-17,3,162.99,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
T3231,SEA,EWR,2020-01-01,8,145.89,225,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N2355,SEA,IAH,2019-11-02,8,128.71,67,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,LAX,MIA,2019-10-22,10,212.17,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
R3228,ATL,MSP,2019-12-26,3,278.3,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,DFW,EWR,2019-12-03,8,483.63,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
X2978,ATL,MSP,2019-08-19,1,192.78,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,ATL,PHL,2019-11-23,3,263.53,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,LAS,MSP,2019-06-10,3,77.73,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,DEN,PHX,2019-06-10,1,338.15,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,LAS,FLL,2019-09-17,8,345.4,122,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,ORD,CLT,2020-01-31,10,423.37,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
V2774,SFO,MIA,2019-11-23,7,237.31,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
T3231,DEN,DTW,2019-12-29,7,329.87,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N2355,LAX,PHX,2019-12-10,3,248.69,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,ORD,PHL,2019-07-16,3,358.59,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,JFK,BOS,2020-03-25,3,364.56,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
D2204,ATL,MIA,2020-03-06,9,107.08,23,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,ATL,MIA,2019-09-02,5,346.36,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
V3243,ATL,BOS,2019-05-28,1,248.97,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
N2355,LAX,EWR,2020-04-04,9,88.66,67,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,JFK,BOS,2020-04-08,4,247.9,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,DEN,MSP,2019-10-18,5,324.95,75,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
K2295,ATL,PHL,2019-09-02,6,106.29,194,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
D3204,ATL,BOS,2019-10-14,7,254.64,29,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
M2286,SFO,PHL,2019-09-13,3,498.21,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,SEA,DTW,2020-01-13,1,347.89,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
R2942,LAX,PHX,2019-06-14,4,496.18,204,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,SFO,FLL,2019-07-02,1,303.68,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,ORD,EWR,2020-03-01,8,287.43,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
O2806,ATL,EWR,2019-10-31,9,445.75,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
V2774,LAX,PHX,2020-01-12,10,310.84,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,DEN,MIA,2019-06-24,10,494.05,114,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,JFK,PHL,2019-05-23,4,308.09,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,ORD,IAH,2019-06-01,5,345.28,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
M2286,LAS,BOS,2019-09-05,7,78.63,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,SFO,IAH,2019-05-26,10,146.71,75,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,ORD,PHX,2020-01-10,4,152.72,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,LAX,PHL,2019-07-09,8,317.07,122,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
V2774,LAS,MSP,2020-03-04,10,147.85,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
V3243,SEA,BOS,2019-07-07,1,474.54,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,ORD,PHX,2019-10-03,6,82.86,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,DFW,CLT,2019-05-25,5,53.26,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,SEA,DTW,2019-09-23,6,187.26,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
V3243,SFO,MIA,2019-12-09,10,304.32,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,JFK,IAH,2019-12-03,10,498.28,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,SEA,MIA,2019-07-04,10,74.63,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,MCO,MSP,2020-01-15,2,316.11,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,DFW,DTW,2020-02-02,9,110.92,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,LAS,DTW,2019-05-30,2,357.77,74,Airbus-A350,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,ATL,PHL,2019-11-02,5,206.09,142,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,DFW,DTW,2020-04-11,10,365.01,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
T3231,ORD,BOS,2019-08-05,7,218.59,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,SEA,PHL,2020-01-19,9,73.78,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
N3093,ORD,EWR,2019-07-03,6,479.97,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,DFW,MIA,2019-12-22,3,98.25,75,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,SEA,FLL,2019-06-14,1,139.56,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,LAS,PHL,2020-01-30,6,113.41,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
O2858,LAX,EWR,2019-06-03,10,284.13,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,JFK,IAH,2020-02-18,1,346.0,194,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,MCO,CLT,2019-09-08,9,430.72,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,LAX,PHX,2020-02-27,3,58.35,211,Airbus-A330,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,ATL,CLT,2019-10-22,3,84.51,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
O2806,ORD,MIA,2020-03-06,1,361.28,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,JFK,MSP,2019-05-19,7,65.3,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,MCO,MIA,2019-10-13,2,122.68,122,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
O2858,SFO,MIA,2019-05-14,10,59.01,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,LAS,EWR,2019-09-08,8,169.85,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
U2999,SEA,EWR,2020-04-05,7,111.39,211,Airbus-A330,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,DEN,BOS,2020-02-05,3,67.46,62,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,DFW,BOS,2020-01-15,10,82.77,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,ORD,MSP,2019-05-24,4,146.54,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,MCO,EWR,2019-11-16,10,246.97,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
Q2705,ORD,CLT,2020-03-07,4,428.45,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
N2355,MCO,EWR,2019-09-06,4,225.8,67,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
O2858,ORD,MIA,2020-01-21,3,252.12,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,DEN,EWR,2019-07-17,4,424.39,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,MCO,MSP,2019-09-15,10,165.01,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,ATL,IAH,2019-11-29,1,293.58,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
R2942,MCO,FLL,2020-04-10,2,173.77,204,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,LAS,PHL,2020-03-16,4,245.86,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
R3228,DFW,MIA,2019-09-11,7,185.34,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
X2978,SEA,BOS,2019-10-21,9,71.34,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,DFW,MIA,2019-06-20,9,240.66,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
U2999,MCO,MSP,2019-10-25,5,484.11,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,LAS,IAH,2020-03-25,9,381.94,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
U2698,ATL,DTW,2019-07-29,6,63.07,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N3093,DFW,BOS,2019-09-01,3,371.8,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,LAS,PHX,2019-12-04,2,91.75,204,Boeing-767,Phil,Fury,MTk4Ni0xMS0wOA==
R2942,JFK,EWR,2020-04-04,8,130.38,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
O2858,SFO,PHL,2019-08-31,7,456.57,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
D3204,DFW,BOS,2020-03-12,4,331.57,29,Airbus-A380,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,ATL,PHL,2020-02-29,6,435.9,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
M2286,DFW,EWR,2019-10-13,5,470.23,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D3204,LAX,BOS,2020-01-23,2,405.86,29,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
U2698,ATL,MSP,2019-12-03,1,79.27,122,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,LAX,DTW,2019-09-22,6,163.87,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
K2295,JFK,CLT,2019-04-30,6,494.78,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,SFO,PHX,2019-10-15,4,73.85,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
Q2705,LAS,MIA,2020-02-29,10,228.84,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,ORD,MSP,2019-09-09,9,471.23,125,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,MCO,BOS,2020-01-18,5,464.81,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,DEN,IAH,2019-10-01,8,211.54,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
V2774,SFO,PHX,2019-05-25,5,221.56,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,ATL,PHX,2019-06-23,6,212.91,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
R2942,ORD,BOS,2019-08-26,6,248.19,204,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,SEA,EWR,2019-05-18,9,384.36,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,SEA,DTW,2019-08-28,6,429.14,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,DEN,PHX,2019-12-03,5,189.07,89,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
O2858,LAX,MSP,2020-02-09,6,203.66,89,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,MCO,EWR,2019-11-27,5,125.48,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Q2705,JFK,FLL,2020-04-05,4,217.22,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
D2204,LAS,MIA,2019-12-16,7,337.19,23,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
X2978,ATL,MIA,2019-11-11,7,436.44,59,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
D2204,MCO,BOS,2019-08-10,8,491.23,23,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
V2774,DEN,CLT,2019-11-20,1,262.34,142,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
T3231,JFK,PHX,2019-08-01,10,284.44,225,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
R2942,ATL,MSP,2019-04-27,7,178.05,204,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,SFO,MSP,2019-09-01,10,51.12,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,SEA,PHX,2019-09-29,8,375.7,114,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,DEN,MSP,2019-10-15,4,352.42,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2999,JFK,PHX,2019-10-03,4,358.34,211,Airbus-A330,Emily,Anderson,MTk5My0wMy0yMA==
U2808,LAX,IAH,2020-02-28,2,308.59,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
V3243,DEN,CLT,2019-10-20,2,232.44,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,SFO,BOS,2019-12-04,1,157.13,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
O2806,SEA,PHL,2019-06-27,3,475.06,133,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,ATL,MSP,2019-07-26,4,276.48,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
M2286,SEA,FLL,2019-12-21,2,418.74,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
M2286,JFK,BOS,2019-11-23,2,294.02,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
U2999,JFK,FLL,2020-03-22,2,325.87,211,Airbus-A330,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,ORD,EWR,2019-07-20,8,227.49,225,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,LAX,DTW,2020-02-16,7,466.61,29,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
T3231,SFO,PHL,2020-04-09,6,356.52,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,SEA,MIA,2019-10-09,10,477.02,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
U2698,SEA,PHX,2019-12-07,7,89.22,122,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D3204,DEN,PHL,2019-12-24,4,341.95,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
O2858,ORD,PHL,2019-10-10,7,242.29,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,DEN,MIA,2019-06-18,5,259.38,46,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,ATL,PHX,2019-06-21,2,334.59,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,JFK,PHX,2019-08-24,5,421.97,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N3093,SFO,DTW,2020-03-01,2,412.59,85,Airbus-A340,Russell,Brown,MTk5Mi0xMS0xNA==
O2806,LAS,PHL,2020-03-19,1,118.85,133,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
N3093,LAS,MIA,2019-05-04,9,491.79,85,Airbus-A340,Phil,Fury,MTk4Ni0xMS0wOA==
T3231,ATL,MSP,2020-01-24,5,290.65,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,SEA,CLT,2019-05-15,2,174.07,194,Boeing-767,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,LAS,BOS,2019-11-15,10,152.15,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
O2858,SFO,MIA,2019-09-05,2,461.59,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,JFK,DTW,2019-08-16,3,179.31,125,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2698,SFO,BOS,2019-11-18,7,302.77,122,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V3243,LAS,IAH,2020-04-07,3,433.89,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
R3228,LAS,DTW,2019-10-03,2,152.92,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
K2295,DFW,EWR,2020-03-08,7,449.49,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
M2286,DEN,BOS,2019-11-24,5,163.11,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,DEN,EWR,2019-05-06,2,76.31,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N2355,SEA,EWR,2020-04-21,9,256.45,67,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
N2413,DEN,EWR,2019-11-12,6,397.08,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
N2355,JFK,DTW,2019-07-05,7,429.41,67,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,LAS,BOS,2020-02-27,7,277.45,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
V3243,ATL,EWR,2019-06-26,4,144.71,114,Boeing-747,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,DFW,MSP,2019-06-17,8,64.43,89,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
N3093,LAS,IAH,2019-05-23,10,288.28,85,Airbus-A340,Robert,Greene,MTk5MS0xMS0wOQ==
T3231,DEN,EWR,2019-08-02,2,366.94,225,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
U2808,DFW,DTW,2019-08-06,8,412.35,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,MCO,BOS,2019-06-04,10,319.03,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
M2286,SEA,IAH,2019-10-03,9,433.16,174,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
V3243,MCO,MIA,2019-10-08,1,393.16,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Q2705,ORD,MSP,2019-12-14,10,255.6,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
V3243,ATL,FLL,2019-11-11,3,149.75,114,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
D3204,LAX,IAH,2019-12-29,3,438.3,29,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,ATL,IAH,2019-11-15,10,409.85,74,Airbus-A350,Robert,Greene,MTk5MS0xMS0wOQ==
M2286,MCO,MSP,2020-03-14,4,472.24,174,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
T3231,JFK,FLL,2020-02-16,8,231.58,225,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
O2858,LAS,FLL,2020-01-01,10,169.86,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,ORD,BOS,2019-08-23,3,83.48,125,Boeing-777,Emily,Anderson,MTk5My0wMy0yMA==
R3228,DFW,CLT,2020-02-21,6,151.3,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,ORD,CLT,2019-08-08,6,438.96,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,DFW,EWR,2020-03-14,4,306.25,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,SFO,IAH,2020-01-14,10,216.67,62,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
D3204,MCO,EWR,2020-01-07,10,284.26,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
Q2705,LAX,DTW,2019-10-26,9,409.47,125,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
N2355,LAS,MIA,2019-06-01,10,268.87,67,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2698,DFW,DTW,2019-05-04,5,372.32,122,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
V2774,MCO,IAH,2020-01-05,6,448.24,142,Boeing-747,Robert,Greene,MTk5MS0xMS0wOQ==
V2774,LAS,MIA,2019-04-30,5,463.02,142,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
M2286,DFW,DTW,2019-12-29,7,406.9,174,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
X2978,ATL,PHL,2019-08-25,8,328.52,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,SEA,CLT,2020-03-11,1,193.73,75,Airbus-A380,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,DFW,BOS,2019-07-28,2,491.52,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
X2978,DEN,PHX,2019-05-03,1,216.73,59,Boeing-777,Russell,Brown,MTk5Mi0xMS0xNA==
X2978,DEN,DTW,2019-08-18,5,367.13,59,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,SFO,EWR,2020-01-16,7,279.43,114,Boeing-747,Phil,Fury,MTk4Ni0xMS0wOA==
K2295,LAS,BOS,2019-06-01,9,405.68,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
M2286,ATL,MIA,2019-07-30,1,359.4,174,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
U2808,ORD,PHX,2019-10-10,6,213.0,75,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
Z2791,LAX,EWR,2020-02-02,1,360.91,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
N2413,DEN,PHL,2020-01-21,10,83.69,74,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
N3093,LAX,MIA,2019-10-24,2,246.98,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
R3228,ORD,MSP,2020-04-10,6,427.11,62,Boeing-787,Russell,Brown,MTk5Mi0xMS0xNA==
Z2791,DEN,CLT,2020-01-07,4,443.95,46,Boeing-787,Phil,Fury,MTk4Ni0xMS0wOA==
N2413,SEA,PHX,2019-05-08,8,335.56,74,Airbus-A350,Emily,Anderson,MTk5My0wMy0yMA==
O2858,ORD,CLT,2019-08-13,1,271.19,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
R3228,LAX,MSP,2020-04-18,7,361.3,62,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
O2858,ATL,MSP,2020-02-21,9,458.83,89,Boeing-777,Robert,Greene,MTk5MS0xMS0wOQ==
U2808,MCO,CLT,2020-02-13,1,218.9,75,Airbus-A380,Emily,Anderson,MTk5My0wMy0yMA==
O2806,ATL,MIA,2019-12-18,10,109.6,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
D3204,ORD,MIA,2019-07-02,7,475.28,29,Airbus-A380,Robert,Greene,MTk5MS0xMS0wOQ==
K2295,JFK,MSP,2020-04-02,5,389.0,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
K2295,LAX,DTW,2019-07-18,3,50.79,194,Boeing-767,Russell,Brown,MTk5Mi0xMS0xNA==
K2295,MCO,PHX,2020-02-13,7,58.66,194,Boeing-767,Emily,Anderson,MTk5My0wMy0yMA==
N3093,LAS,MIA,2019-09-13,4,262.99,85,Airbus-A340,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,DFW,DTW,2020-03-08,7,202.52,46,Boeing-787,Emily,Anderson,MTk5My0wMy0yMA==
X2978,DEN,EWR,2020-01-11,8,359.49,59,Boeing-777,Phil,Fury,MTk4Ni0xMS0wOA==
Z2791,LAS,DTW,2020-01-08,1,183.18,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
V3243,DEN,IAH,2019-07-11,2,345.79,114,Boeing-747,Emily,Anderson,MTk5My0wMy0yMA==
Z2791,LAS,PHX,2020-04-17,10,125.63,46,Boeing-787,Robert,Greene,MTk5MS0xMS0wOQ==
O2806,ORD,IAH,2020-02-09,1,76.44,133,Airbus-A350,Russell,Brown,MTk5Mi0xMS0xNA==
